teams_ids,team,country,tm_data,city
,Glesch-Paffendorf,Germany,,Bergheim
,SFL Bremerhaven,Germany,,Bremerhaven
,Goeppinger SV,Germany,,Göppingen
,FC Bruchsal,Germany,,Bruchsal
21720,SKA-Khabarovsk II,Russia,,Khabarovsk
7040,Linense,Spain,"Real Balompédica Linense is a Spanish football team based in La Línea de la Concepción, in the autonomous community of Andalusia. Founded in 1912 it plays in Primera División RFEF – Group 1, holding home matches at Estadio Municipal de La Línea de la Concepción with a capacity of 16,120 seats.",La Línea de la Concepción
,PE Sant Jordi,Spain,,Balears
21915,Villalbes,Spain,"Racing Club Villalbés is a Spanish football team based in Vilalba, in the autonomous community of Galicia. Founded in 1931, it currently plays in Tercera División RFEF – Group 1, holding home matches at Estadio Municipal A Magdalena, which has a capacity of 2,000 spectators.",Vilalba
,Luarca,Spain,,Luarca
22454,Torreperogil,Spain,"Club Deportivo Torreperogil is a Spanish football club located in Torreperogil, in the autonomous community of Andalusia.",Torreperogil
23103,Archena Sport,Spain,,Archena
,Don Álvaro,Spain,,"    Don Álvaro"
16782,Arzúa,Spain,,Arzúa
16132,Western united,Australia,Western United Football Club is an Australian professional soccer club.,Melbourne
,Dynamo Saint-Petersburg,Russia,,Saint-Petersburg
19762,Racing Murcia,Spain,"Racing Murcia City 1913 Fútbol Club is a football club based in Murcia a district in center of Murcia Center, Murcia, Spain. Founded on 1 September 2013, it plays in Tercera División RFEF – Group 13, holding home games at the Estadio Universitario with a capacity of 10,000.",Murcia
13155,Rudar Prijedor,Bosnia-Herzegovina,Fudbalski klub Rudar Prijedor is a professional association football club from the city of Prijedor that is situated in Bosnia and Herzegovina.,Prijedor
,Levico Terme,Italy,,"    Levico Terme"
,Vis Artena,Italy,,Artena
,Einheit Rudolstadt,Germany,,Rudolstadt
20991,Vichttal,Germany,,Stolberg
18244,Ullareds IK,Sweden,Ullareds IK is a Swedish football club located in Ullared.,Ullared
10439,Cosmos,San Marino,"S.S. Cosmos is a Sanmarinese football club, based in Serravalle and founded in 1979. Cosmos currently plays in Girone A of Campionato Sammarinese di Calcio. The team's colors are green and yellow. The club is named after the New York Cosmos team.",Serravalle
,Libertas Borgo Maggiore,San Marino,,Borgo Maggiore
18567,Kuchl,Austria,,Kuchl
21322,Harju,Estonia,"Harju JK Laagri is a soccer team of Estonian football club Harju Jalgpallikool, based in Laagri, Harjumaa. Founded in 2009, they currently play in the Esiliiga, the second level of Estonian football.",Laagri
,Watergraafsmeer,Netherlands,,Amsterdam
,UNA,Netherlands,,Strassen
13071,Bassam,Ivory Coast,USC Bassam is an Ivorian football club. They play at Stade Municipal de Bassam.,Bassam
18235,Nordsjaelland U19,Denmark,,Farum
,BK Union,Denmark,,Copenhagen
9298,Sydvest,Denmark,,Tønder
,FC Bassecourt,Switzerland,,Bassecourt
8485,Tuggen,Switzerland,"FC Tuggen is a Swiss football club from the town of Tuggen in Canton Schwyz, the German-speaking region of Switzerland. The club was founded in 1966 and currently plays in 1. Liga Promotion, the third highest tier in the Swiss football pyramid.",Tuggen
21318,SC Eltersdorf,Germany,"The SC Eltersdorf is a German association football club from the Eltersdorf district of Erlangen, Bavaria.",Erlangen
23097,Villarreal C,Spain,"Villarreal Club de Fútbol ""C"" is the third team of Villarreal CF, a Spanish football team based in Villarreal, in the autonomous community of Valencia.",Villarreal
14921,Torrent,Spain,"Torrent Club de Fútbol is a Spanish football team based in Torrent, in the Valencian Community. Founded in 1922, it plays in Tercera División RFEF – Group 6, holding home matches at Estadio San Gregorio.",Torrent
,Silla,Spain,,Silla
,Choco,Spain,,Redondela
,Malatya Yesilyurt Belediyespor,Turkey,,Malatya
,FSV Fernwald,Germany,,Fernwald
,Xinabajul,Guatemala,,Huehuetenango
21983,Agua Blanca,Guatemala,,Jutiapa
,Coatepecano IB,Guatemala,,Coatepeque
13488,Katsina United,Nigeria,"Katsina United Football Club is a Nigerian football club based in the town of Katsina, Katsina State.",Katsina
12857,Oman FC,Oman,"Oman Club is an Omani football club based in Muscat. The club is currently playing in the First Division League of Oman Football Association. Their home ground is Sultan Qaboos Sports Complex, but they also recognize the older Royal Oman Police Stadium as their home ground.",Muscat
23242,Sampdoria U19,Italy,,"    Sestri Levante"
10886,Juventus U19,Italy,,Vinovo
,ASKOe Gmuend,Austria,,Gmünd
22245,Kafue Celtic,Zambia,,Kafue
16278,Sebeta Kenema,Ethiopia,,Sebeta
23180,Cagliari U19,Italy,,Cagliari
,SPAL U19,Italy,,"    Masi Torello"
10181,Biggleswade Town,England,"Biggleswade Town Football Club is a football club based in Biggleswade, Bedfordshire, England. The club are currently members of the Southern League Division One Central and play at Langford Road.",Biggleswade
9531,Scheveningen,Netherlands,"Scheveningse Voetbal Vereniging Scheveningen is an association football club from Scheveningen, a district of The Hague, Netherlands. The club was founded 1 July 1919. It is currently playing in the Tweede Divisie, the third tier of football in the Netherlands.",Scheveningen
,Bahla,Oman,,Bahla
,OFK Vršac,Serbia,,Vršac
,Virtus CiseranoBergamo,Italy,,Alzano Lombardo
,Portici,Italy,,Portici
,Cuarte Industrial,Spain,,"    Cuarte de Huerva"
22024,La Calzada,Spain,"Club Deportivo Fundación Cultural La Calzada is a Spanish football team located in Santo Domingo de la Calzada, autonomous community of La Rioja. Founded in 1949 it currently plays in Tercera División – Group 16, holding home matches at El Rollo with a capacity of 1,500 spectators.",Santo Domingo de la Calzada
18233,Polisi Tanzania,Tanzania,,Moshi
,AS Vis Nova Giussano,Italy,,Giussano
8142,Port Vale,England,"Port Vale Football Club is a professional football club based in Burslem, Stoke-on-Trent, England, which competes in EFL League One. Vale is the only English Football League club not to be named after a place; their name being a reference to the valley of ports on the Trent and Mersey Canal.",Burslem
18885,Atzeneta,Spain,"Atzeneta Unió Esportiva is a Spanish football team based in Atzeneta d'Albaida, in the autonomous Valencian Community. Founded in 1975, it plays in Tercera División – Group 6, holding home matches at Campo de Futbol Municipal El Regit, with a capacity of 1,500 seats.",Atzeneta d'Albaida
13424,Stade Briochin,France,"Stade Briochin, founded in 1904, are a French association football team based in Saint-Brieuc, France. As from the 2020–21 season they play in the Championnat National, the third tier in the French football league system.",Saint-Brieuc
,Hallbergmoos,Germany,,Hallbergmoos
17900,Coastal Union,Tanzania,"Coastal Union is a Tanzanian football club based in Tanga.They play in the top level of Tanzanian professional football, the Tanzanian Premier League.Their home games are played at Mkwakwani Stadium. And are officially sponsored by Binslum Tyre, Anjari Q, Masamaki Modern Butchers.",Tanga
,Mictlan,Guatemala,,Jutiapa
13494,Plateau United,Nigeria,"Plateau United Football Club of Jos is a Nigerian professional football (soccer) club based in Jos, that competes in the  Nigerian Professional Football League. Before 1991, they were known as the JIB Strikers FC. The name ""Plateau United"" was the former name of their cross-town rivals Mighty Jets.",Jos
,New Stars,Cameroon,,Douala
23034,Atlético Paso,Spain,,El Paso
,BW Zorbau,Germany,,Zorbau
10023,Tepecik,Turkey,"Büyükçekmece Tepecikspor, formerly Tepecik Belediyespor, is a Turkish sports club in Büyükçekmece, the outer borough at eastern side of Istanbul metropolitan area, that currently plays in the TFF Third League. The club's colours are green and white.",Büyükçekmece
13528,Erbaaspor,Turkey,,Erbaa
13567,BASK,Serbia,"FK BASK is a football club from Belgrade, Serbia. It is one of the oldest clubs in Serbia. The club currently competes in the Serbian League Belgrade (3rd tier). BASK are the initials of Beogradski akademski sportski klub.",Belgrade
,Leštane,Serbia,,Beograd
10670,Bootle,England,"Bootle Football Club is an English football club based in Bootle, Merseyside. The club are members of the Northern Premier League Division One West and play at New Bucks Park.",Bootle
10940,Bridlington,England,"Bridlington Town Association Football Club is an association football club based in Bridlington, East Riding of Yorkshire, England. They were founded in 1918 and currently play in the Northern Premier League Division One East.",Bridlington
,Stowmarket Town,England,,Stowmarket
22046,Efrin,Syria,,Afrin
10553,Coalville Town,England,"Coalville Town Football Club is a football club based in Coalville, Leicestershire, England. They are currently members of the Southern League Premier Division Central and play at the Owen Street Sports Ground.",Coalville
8459,ASWH,Netherlands,"VV ASWH, short for Voetbalvereniging Altijd Sterker Worden Hendrik-Ido-Ambacht, is an association football club from Hendrik-Ido-Ambacht, Netherlands. The club was founded in 1929. The club won section championships in 1949, 1959, 1961, 1970, 1883, 1999, 2001, 2002, and 2005.",Hendrik-Ido-Ambacht
10945,IJsselmeervogels,Netherlands,"IJsselmeervogels is a Dutch amateur football club. With seven national amateur titles IJsselmeervogels is the most successful amateur club in the Netherlands. The Reds come from Bunschoten – Spakenburg, in the Dutch province Utrecht, on the shores of the former IJsselmeer lake.",Bunschoten
12556,ŠTK 1914 Šamorín,Slovakia,"ŠTK 1914 Šamorín is a Slovak football team, based in the town of Šamorín. The club was founded in 1914. In the season 2009/2010, they were promoted to Slovak Third League. In season 2015/16 the club was promoted to the Slovak Second League.",Šamorín
22470,Newroz SC,Iraq,"Newroz Sport Club, is an Iraqi football team based in Sulaymaniyah, that plays in Iraqi Premier League.",Sulaymaniyah
22041,Al-Okhdood,Saudi Arabia,"Al-Okhdood Club is a Saudi Arabian football club based in Najran, in the southern region of Saudi Arabia. Founded in 1976, the club competes in the MS League, the second tier of Saudi football. The club have won the Saudi Second Division twice in 1992 and most recently in 2021.",Najran
20403,Treaty United,Republic of Ireland,"Treaty United Football Club is an Irish association football club based in Limerick. The club was founded in 2020 following the demise of Limerick F.C. and began playing in the League of Ireland in 2021. They play their home matches at Markets Field, the same ground as their predecessors.",Limerick
21926,CD Platense Municipal,El Salvador,,Zacatecoluca
,Energetik-BGU II,Belarus,,Minsk
22424,Ursaria,Spain,,Madrid
,Diocesano,Spain,,Cáceres
,San Clemente,Spain,,"    San Clemente"
19984,UCAM Murcia II,Spain,"Universidad Católica de Murcia Club de Fútbol ""B"" is a Spanish football club based in Murcia. A reserve team of UCAM Murcia CF, it plays in Tercera División – Group 13, holding home games at Estadio El Mayayo, with a capacity of 3,500 spectators.",Murcia
10995,Puente Genil,Spain,,Puente Genil
,Badajoz II,Spain,,Badajoz
,Santa Anastasia,Spain,,"    Santa Anastasia"
,Huracán Balazote,Spain,,Balazote
,Kairat Moskva,Russia,,Moscow
20200,Viveiro,Spain,Viveiro Club de Fútbol is a football club based in Viveiro in the autonomous community of Galicia. Founded in 1923. Viveiro currently plays in Tercera División RFEF – Group 1.,Viveiro
,Rostov (W),Russia,,Rostov-na-Donu
13514,El Bayadh,Algeria,"Mouloudia Club El Bayadh, known as MC El Bayadh  or simply MCEB for short, is an Algerian football club based in El Bayadh. The club was founded in 1936 and its colours are white and blue. Their home stadium, Zakaria Medjdoub Stadium, has a capacity of 15,000 spectators.",El Bayadh
,Medeama,Ghana,,Tarkwa
,Calvina,Italy,,Desenzano del Garda
,San Luca,Italy,,Vorea
,SV Preussen 09 Reinfeld,Germany,,Reinfeld
16277,Hadiya Hosaena,Ethiopia,"Hadiya Hossana Football Club is a professional Ethiopian football club based in Hosaena. They currently play in the Ethiopian Premier League, the first division of football in Ethiopia.",Hosaena
13144,Yeni Altındağ,Turkey,,Ankara
10967,Duzcespor,Turkey,,Düzce
11214,Elaziz Belediyespor,Turkey,,Elazığ
,Kirinya Jinja,Uganda,,Jinja
22246,Konkola Blades,Zambia,"Konkola Blades is a Zambian football club based in Chililabombwe that plays in the Zambian Premier League. They play their home games at the 20,000-capacity Konkola Stadium in Chililabombwe.",Chililabombwe
18308,Dreams,Ghana,"Dreams Football Club is a Ghanaian professional football club based in the Greater Accra Region, Ghana. The club is competing in the Ghanaian Premier League.",Accra
13158,Zvijezda 09,Bosnia-Herzegovina,"Fudbalski klub Zvijezda 09 is a professional association football club from the village of Brgule, near the city of Bijeljina, Republika Srpska that is situated in Bosnia and Herzegovina.",Bijeljina
13656,Eding Sport,Cameroon,,Lekié
13415,Pontarlier,France,,Pontarlier
23001,Levante (W),Spain,,Valencia
,Ujpest II,Hungary,,Budapest
13300,Gokulam Kerala,India,"Gokulam Kerala Football Club is an Indian professional football club based in Calicut, Kerala. Founded in 2017, the club competes in the I-League.",Calicut
16794,Dunston,England,"Dunston UTS Football Club is a football club based in the Dunston area of Gateshead, Tyne and Wear, England. They are currently members of the Northern Premier League Division One East and play at the UTS Stadium.",Dunston
10650,Shepshed Dynamo,England,"Shepshed Dynamo Football Club is an English football club based in the small town of Shepshed in the north west of Leicestershire, England.",Shepshed
9556,Hullbridge Sports,England,"Hullbridge Sports Football Club is a football club based in Hullbridge, Essex, England. They are currently members of the Isthmian League North Division and play at Lower Road. The club runs over thirty teams from under-6 through to men's senior football.",Hullbridge
12956,Quick Boys,Netherlands,"Quick Boys is an amateur football club from Katwijk aan Zee, Netherlands. The club, established on February 1, 1920, is the second most successful amateur football club in the Netherlands, behind IJsselmeervogels.",Katwijk aan Zee
,Gnas,Austria,,Gnas
21313,Rangers II,Scotland,,Glasgow
22459,Rodopa Smolyan,Bulgaria,"FC Rodopa is a Bulgarian football club based in Smolyan, which currently plays in the South-East Third League, the third tier of Bulgarian football league system. The team was named after the Rhodope Mountains and plays its home matches at the local Stadion Septemvri.",Smolyan
,Vevey,Switzerland,,Vevey
23087,Oeirense,Brazil,,Oeiras
21522,Radunia Stezyca,Poland,"Radunia Stężyca is a Polish football club based in Stężyca, Pomeranian Voivodeship. They compete in the third-tier II liga.The club was founded in 1982. In the 2020–2021 season, Radunia was promoted to the II liga for the first time in its history.",Stężyca
19876,Rota,Spain,,Rota
22788,Villaviciosa Odon,Spain,"Agrupación Deportiva Villaviciosa de Odón is a Spanish football team from Villaviciosa de Odón, in the Community of Madrid. Founded in 1971, they currently play in Tercera División RFEF – Group 7.",Villaviciosa de Odón
,Torina,Spain,,Bárcena de Pie de Concha
,TSG Backnang,Germany,,Backnang
,Huerth,Germany,,Hürth
,DJK Don Bosco Bamberg,Germany,,Bamberg
,FC Monheim,Germany,,Monheim am Rhein
,TuRU Duesseldorf,Germany,,Düsseldorf
,Meerbusch,Germany,,Meerbusch
11948,Frechen,Germany,,Frechen
15900,1954 Kelkit Belediyespor,Turkey,,Kelkit
14399,Artvin Hopaspor,Turkey,"Artvin Hopaspor is a Turkish football club from Hopa, Artvin Province which plays in the TFF Third League. The clubs plays in white and purple kits, and have done so since their formation in 1961.",Hopa
,Mardin Fosfatspor,Turkey,,Mardin
,Kirikkale Buyuk Anadoluspor,Turkey,,Kırıkkale
,Kahta 02,Turkey,,Kahta
12962,Nevsehirspor,Turkey,,Nevşehir
19976,UD Montijo,Spain,"Unión Deportiva Montijo is a football team based in Montijo, Extremadura. Founded in 1922, Montijo competes in the Segunda División RFEF – Group 4. The club plays home matches at the Estadio Municipal Emilio Macarro Rodríguez.",Montijo
10983,Calvo Sotelo,Spain,"Club Deportivo Puertollano was a Spanish football team based in Puertollano, in the autonomous community of Castile-La Mancha. Founded in 1948 it played in Tercera División – Group 18, holding home matches at Estadio Ciudad de Puertollano, with a capacity of 8,000 seats.",Puertollano
13719,Fukushima United,Japan,"Fukushima United FC is a Japanese football club from Fukushima City, the capital of Fukushima Prefecture.",Fukushima City
15031,Vanraure Hachinohe,Japan,"Vanraure Hachinohe is a football club based in Hachinohe, a city in the southeastern part of Aomori Prefecture in Japan. They currently play in the J3 League. The name Vanraure comes from the combination of two Italian words: derivante, meaning ""origin""; and australe, meaning ""southern"".",Hachinohe
9335,Slavija Sarajevo,Bosnia-Herzegovina,"Fudbalski klub Slavija Sarajevo is a professional association football club from the city of Istočno Sarajevo, Republika Srpska that is situated in Bosnia and Herzegovina.",Istočno Sarajevo
,TOSK Tesanj,Bosnia-Herzegovina,,Tešanj
18573,Slovan HAC,Austria,,Vienna
18206,Vols,Austria,,Völs
,Bramberg,Austria,,Bramberg
,Rembas,Serbia,,Resavica
,RSK Rabrovo,Serbia,,Rabrovo
17750,Hoffenheim (W),Germany,,Hoffenheim
,Ranong,Thailand,,Ranong
17714,Bohemians 1905 II,Czech Republic,,Praha
23944,Mlada Boleslav II,Czech Republic,,Mladá Boleslav
23722,Dukla Praha II,Czech Republic,,Praha
,Cjarlins Muzane,Italy,,Carlino
,FC San Giorgio,Italy,,"     San Giorgio a Cremano "
10075,Dob,Slovenia,"Nogometni klub Dob, currently named Roltek Dob due to sponsorship reasons, is a Slovenian football club based in the town of Dob near Domžale. They competes in the Slovenian Second League. The club was founded in 1961.",Domžale
23436,Palencia CF,Spain,"Palencia Club de Fútbol is a Spanish football club based in Palencia, in the autonomous community of Castile and León. Founded on 5 March 2013, it plays in Tercera División RFEF – Group 8, holding home games at Estadio Nuevo La Balastera, with a capacity of 8,100 people.",Palencia
12348,Bhayangkara Surabaya,Indonesia,"Bhayangkara Football Club, is an Indonesian professional football club based in Sekolah Tinggi Ilmu Kepolisian, Jakarta, Indonesia. The club is linked to the Indonesian Police with many of its players serving as policemen. They currently compete in the Liga 1, the top-flight league in Indonesia.",Sekolah Tinggi Ilmu Kepolisian
9703,"Dungannon ",Northern Ireland,"Dungannon Swifts Football Club is a Northern Irish, semi-professional football club playing in the NIFL Premiership. The club, founded in 1949, has risen from the Mid-Ulster league to the top tier in Northern Ireland since its election to the Irish League First Division in 1997.",Dungannon
,Isparta 32 Spor,Turkey,,Isparta
8900,Gloucester City,England,"Gloucester City Association Football Club is a semi-professional association football club based in Hempsted, Gloucester, England.",Hempsted
14173,Grimma,Germany,,Grimma
,SpVgg Hankofen-Hailing,Germany,,Hankofen
,Tuerkspor Augsburg,Germany,,Augsburg
11161,Ludwigsfelder,Germany,Ludwigsfelder FC is a German football club from Ludwigsfelde in Brandenburg.,Ludwigsfelde
,FC Deisenhofen,Germany,,Deisenhofen
22882,Kestelspor,Turkey,,Alanya
11625,Haguenau,France,Football Club Sports Réunis Haguenau is a French association football team founded in 1987 as a result of the merger of FC Haguenau 1900 and Sports Réunis Haguenau 1920.,Haguenau
,Lorient II,France,,Quimperle
,Reims II,France,,Reims
16310,Versailles,France,"Football Club de Versailles 78 also known as FC Versailles or simply Versailles is a French semi-professional association football club based in the commune of Versailles, Île-de-France.",Versailles
18759,Rumilly,France,,Rumilly
,Marseille II,France,,Marseille
,Sainte-Geneviève,France,,Sainte-Geneviève-des-Bois
15793,Montpellier B,France,,Montpellier
18378,Dubocica,Serbia,"Gradski fudblski klub Dubočica, commonly known as Dubočica is a Serbian football club based in the southern city of Leskovac. They currently compete in the third division Serbian League East. The club's name derives from a traditional synonym for Leskovac and the surrounding region.",Leskovac
,Sušica,Serbia,,Kragujevac
18862,Hashtag United,England,"Hashtag United Football Club is a semi-professional football club based in Pitsea, Essex, England. They are currently members of the Isthmian League North Division and play at the Len Salmon Stadium.",Pitsea
16849,Haywards Heath Town,England,"Haywards Heath Town Football Club is a football club based in Haywards Heath, West Sussex, England. They are currently members of the Isthmian League South East Division and play at Hanbury Park.",Haywards Heath
,Thame,England,,Thame
22451,Stockton Town,England,,Stockton-on-Tees
,Lancing,England,,Lancing
16845,Coleshill Town,England,"Coleshill Town Football Club is a semi-professional football club based in Coleshill, Warwickshire, England. They are currently members of the Northern Premier League Division One Midlands and play at Pack Meadow.",Coleshill
9681,Harrow Borough,England,"Harrow Borough Football Club is an English football club based in Harrow, London. They were founded in 1933 and compete in the Southern League Premier Division South. Harrow Borough's home ground is Earlsmead Stadium, which has a capacity of 3,070.",Harrow
9625,Potters Bar Town,England,"Potters Bar Town Football Club is an English football club based in Potters Bar, Hertfordshire, England. They were formed in 1960 as Mount Grace Old Scholars, and, after dropping 'Old Scholars' from the name in 1984, changed to their present name in 1991.",Potters Bar
,Aurora Guatemala City,Guatemala,,Guatemala City
10952,Excelsior Maassluis,Netherlands,"Excelsior Maassluis is a football club from Maassluis, Netherlands, founded in 1918. The club's home ground is the 5,000 capacity arena known as Sportpark Dijkpolder. Excelsior won the Hoofdklasse of 2013 and became champions of the Topklasse just two years later.",Maassluis
8867,Cholet,France,"Stade Olympique Choletais is a French association football team founded in 1913. The club is based in Cholet, Pays de la Loire and play at Omnisports Stadium, which has a capacity of 9,000 spectators. They currently play in the Championnat National, the third tier of French football.",Cholet
,Castellon II,Spain,,Castellón de la Plana
23112,Rajasthan United,India,"Rajasthan United Football Club is an Indian professional football club based in Jaipur, Rajasthan. Founded in 2018 as JECRC CF, the club academy participated in R-League A Division 2019, and was inaugural winner. In 2020, JECRC CF was rebranded as Rajasthan United FC.",Jaipur
,Campbelltown City,Australia,,Adelaide
,Rottenmann,Austria,,Rottenmann
,Schrems,Austria,,Schrems
,Oberwart/Rotenturm,Austria,,Oberwart
12582,Chalatenango,El Salvador,"Asociación Deportiva Chalatenango is a Salvadoran professional football club based in Chalatenango, El Salvador, they are currently playing in the top-tier Primera División de Fútbol de El Salvador. The club was founded in 1950 as CD Alacranes, and reformed in 1975, as Club Deportivo Chalatenango.",Chalatenango
22835,Ariesul Turda,Romania,"ACS Sticla Arieșul Turda, commonly known as Sticla Arieșul Turda, or simply as Arieșul Turda, is a Romanian football club from Turda, Cluj County, which was established in 1907.",Turda
,CFR Cluj II,Romania,,"    Cluj-Napoca"
12350,TIRA-Persikabo,Indonesia,"Persatuan Sepakbola Indonesia Kabupaten Bogor 1973, commonly known as Persikabo 1973, is an Indonesian professional football club based in Bogor Regency, West Java that competes in Liga 1.",Bogor Regency
13066,AFAD,Ivory Coast,Academie de Foot Amadou Diallo de Djékanou also known as AFAD Djékanou is an Ivorian football club based in Abidjan.,Abidjan
16146,Wigan U23,England,,Wigan
,Sunderland U18,England,,Sunderland
14900,Prison Leopards,Zambia,,Kabwe
,Wacker Innsbruck II,Austria,,Innsbruck
,Mačva 1929,Serbia,,Bogatic
12604,Sion II,Switzerland,,Sion
18791,Hollandia,Netherlands,"HVV Hollandia is an association football club from Hoorn, Netherlands. The club was founded on September 1, 1898 and has played exclusively at amateur level in all its history.",Hoorn
11235,Echallens,Switzerland,,Echallens
19808,Clachnacuddin FC,Scotland,"Clachnacuddin Football Club is a Scottish football club based in the city of Inverness, who currently play in the Highland Football League. Clachnacuddin have won the most Highland Football League championships in the competition's history: a total of 18.",Inverness
,Balkan Botevgrad,Bulgaria,,Botevgrad
,Belasitsa Petrich,Bulgaria,,Petrich
,Zebras,Bermuda,,Hobart
10376,Tresnjevka,Croatia,,Zagreb
23288,Neretvanac Opuzen,Croatia,NK Neretvanac Opuzen is a Croatian football team from Opuzen founded in 1932 currently playing in the Treća HNL. Neretvanac played four seasons in the Croatian second division in the 1990s. The club is named after the river which runs through Opuzen.,Opuzen
,Uskok Klis,Croatia,,Klis
,OSK,Croatia,,Sfântu Gheorghe
,Darda,Croatia,,Darda
,Manchester City (W),England,,Manchester
9969,Canvey Island,England,"Canvey Island Football Club is a football club based in Canvey Island, Essex, England. They are currently members of the Isthmian League Premier Division and play at Park Lane.",Canvey Island
,Retz,Austria,,Retz
21674,Namestovo,Slovakia,"MŠK Námestovo is a Slovak football team, based in the town of Námestovo. The club was founded in 1931.",Námestovo
9731,Kozakken Boys,Netherlands,"Kozakken Boys is a Dutch football club based in Werkendam. It competes in Tweede Divisie, the highest amateur league of Dutch football. Formed as Steeds Voorwaarts Werkendam (SVW) in 1932, it adopted its current name in 1935.",Werkendam
13870,Jong Sparta,Netherlands,,Maassluis
,Rijnsburgse Boys,Netherlands,,Rijnsburg
23226,Peterborough United U23,England,,Peterborough
10953,DVS '33,Netherlands,,Ermelo
,DOVO,Netherlands,,Veenendaal
16240,TRAU,India,"Tiddim Road Athletic Union Football Club, or simply TRAU FC, is an Indian professional football club based in Imphal, Manipur, that competes in the I-League. The club made its I-League 2nd Division debut in the 2017–18 season. They promoted to the I-League in 2019, after winning the 2nd Division.",Imphal
,Eleven Wonders,Ghana,,Techiman
,United SC,Aruba,,Kolkata
,Arucas,Spain,,Arucas
,Cartaya,Spain,,Cartaya
538,Roda,Spain,"Sportvereniging Roda Juliana Combinatie Kerkradekˌraːdə]; Ripuarian: Sjport Verainiejoeng Roda Juliana Combinaatsiejoeën Kirchroa), also known as Roda JC Kerkrade ([ˈroːdaː jeːˈseː ˈkɛr(ə)kˌraːdə]) or commonly Roda JC  or  Roda, is a Dutch professional football club based in Kerkrade, Netherlands.",Kerkrade
,Quiche,Guatemala,,Santa Cruz del Quiché
,SC Velbert,Germany,,Velbert
11808,Trepca,Serbia,"Klubi Futbollistik Trepça, commonly known as KF Trepça, is a football club based in the southern part of Mitrovica, Kosovo. The club was founded in 1932.",Mitrovica
17746,Sand (W),Germany,,Willstätt
,Police Kampala,Uganda,,Kampala
22344,Qabala II,Azerbaijan,,Qəbələ
15526,St. Jakob,Austria,,"    St. Jakob im Rosental"
23552,Bristol City U23,England,,Bristol
,Queen's University,Northern Ireland,,Belfast
,Shabab El-Bourj,Lebanon,,Bourj el-Barajneh
,Brusaporto,Italy,,Brusaporto
19742,Montespaccato,Italy,,Roma
,Monterotondo,Italy,,Monterotondo
,Aceuchal,Spain,,Aceuchal
20288,Ribert,Spain,,Le Robert
22954,Torre del Mar,Spain,,"    Torre del Mar"
,Ceuta II,Spain,,Ceuta
13412,Chelsea U23,England,,London
15571,Haltern,Germany,"Turn und Sportverein Haltern am See von 1882 e.V., commonly referred to as TuS Haltern, is a German association football club based in Haltern am See, North Rhine-Westphalia. It was the first station for several players and coaches of the Bundesliga.",Haltern am See
18663,Viktoria 08,Germany,,Düren
23029,West Ham (W),England,West Ham United Women Football Club is an English women's football club affiliated with West Ham United. They were formed in 1991 and play home games at Dagenham &amp; Redbridge's Chigwell Construction Stadium on Victoria Road.,Dagenham
13887,Serik Belediyespor,Turkey,Serik Belediyespor is a Turkish professional football club established in the Serik district of Antalya province in 1955. The club colours are green and white and they play their home matches at İsmail Oğan Stadium.,Serik
21693,KF Malisheva,Republic of Kosovo,"KF Malisheva is a professional football club from Kosovo which competes in the Superleague of Kosovo. The club is based in Malishevë. Their home ground is the Liman Gegaj Stadium which has a seating capacity of 1,800.",Malishevë
21692,Ulpiana,Republic of Kosovo,"KF Ulpiana is a professional football club based in Lipjan, Kosovo. The club plays in the first division of football in Kosovo, Football Superleague of Kosovo.",Lipjan
,TSV Ilshofen,Germany,,Ilshofen
,Union 60,Germany,,Bremen
13558,Osmaniyespor,Turkey,,Osmaniye
22738,Igdir,Turkey,,Iğdır
,Karaman Belediyespor,Turkey,,Karaman
13984,Talanta,Kenya,"Football Club Talanta, also known as FC Talanta, is a professional football club based in Nairobi, Kenya, formed in July 2012. They currently compete in the Kenyan National Premier League, the first tier of the Kenyan football league system.",Nairobi
,Wakiso Giants,Uganda,,Wakiso
16025,Atalanta U19,Italy,,Zingonia Ciserano
23136,Empoli U19,Italy,"Empoli F.C. Youth Sector comprises the under-19 team and the academy of Italian professional football club Empoli F.C. The under-19 squad competes in Campionato Primavera 1, and won the championship in 1998–99 and 2020-21.",Empoli
16847,Willand Rovers,England,"Willand Rovers Football Club is a football club based in Willand, near Exeter, in Devon. They are currently members of the Southern League Division One South and play at Silver Street. The club is affiliated to the Devon County Football Association.",Willand
10569,Amsterdamsche FC,Netherlands,"Amsterdamsche Football Club, known as AFC, is a football club from Amsterdam, Netherlands. It is currently playing in the Tweede Divisie, the third tier of football in the Netherlands.",Amsterdam
23110,Kenkre,India,"Kenkre Football Club is an Indian professional football club based in Mumbai, Maharashtra.",Mumbai
18617,Maliqi,Albania,,Maliq
,Charlton U23,England,,Dartford
23564,Hull City U23,England,Teams affiliated with Hull City A.F.C. include Hull City A.F.C. Juniors and Hull City A.F.C. Reserves.,Hull
22434,Rotonda,Italy,,"    Castelluccio Inferiore"
,Real Calepina,Italy,,Grumello del Monte
20328,Azkoyen,Spain,"Club Deportivo Azkoyen, previously called Club Multideporte Peralta and Club Deportivo Azcoyen, is a Spanish football team based in Peralta, in the autonomous community of Navarre. Founded in 1927, it has participated 24 seasons in Tercera División y 3 seasons in Segunda División B.",Peralta
12520,South Melbourne,Australia,,Melbourne
