teams_ids,team,country,tm_data,city
22426,Real Madrid (W),Spain,"Real Madrid Femenino is a Spanish women's football club in Madrid. Founded as the independent Club Deportivo TACÓN in 2014, the club later underwent a merger and acquisition process with Real Madrid beginning in 2019 and was officially rebranded as Real Madrid's women's football section in 2020.",Madrid
22734,Alaves (W),Spain,,"    Vitoria-Gasteiz"
16195,Diambars,Senegal,"Diambars FC de Saly is a football academy in Saly, Senegal, which plays in the Senegalese National League 1. It's also a part of Diambars, a non-profit organisation certified by UNESCO.",Saly
,Bregel Sport,Belgium,,Genk
14460,Lys Sassandra,Ivory Coast,,Sassandra
,Sancataldese,Italy,,San Cataldo
18222,Tanzania Prisons,Tanzania,,Mbeya
,Bursa Yildirimspor,Turkey,,Yıldırım
,Genoa U19,Italy,,Genoa
13489,Kwara United,Nigeria,"Kwara United Football Club is a Nigerian football club based in Ilorin. They play in the top division in Nigerian football, the Nigeria Professional football League after promotion in 2017 from the Nigeria National League. Their home stadium is the Kwara State Stadium.",Ilorin
,Forest Rangers,Zambia,,Ndola
11742,Vila Real,Portugal,Sport Clube Vila Real  is a Portuguese football club based in Vila Real in the district of Vila Real.,Vila Real
15829,Castro Daire,Portugal,,"    Castro Daire"
,Macedo Cavaleiros,Portugal,,"    Macedo de Cavaleiros"
19919,Arnavutkoy Belediyespor,Turkey,,Arnavutköy
11016,Sporting Braga B,Portugal,,Fão
22964,Sankata Boys,Nepal,"Sankata Boys Sports Club, commonly known as Sankata Club, is a Nepalese professional football club based in Kathmandu, that competes in the Martyr's Memorial A-Division League. Named after Sankata Temple, the club has won the national championship three times, most recently in 1985.",Kathmandu
,Norwich U18,England,,Colney
,TSG Sprockhoevel,Germany,,Sprockhövel
20353,Stella Club,Ivory Coast,Stella Club d'Adjamé is an Ivorian football club based in Abidjan.,Abidjan
,Engordany II,Andorra,,Engordany
,Weerstand Koersel,Belgium,,Beringen
12930,Besa Kavaje,Albania,"Klubi i Futbollit Besa is a professional Albanian football club based in Kavajë. It is currently competing in Kategoria e Parë, the 2nd tier of Albanian football. They play their home games at Besa Stadium.",Kavajë
13179,Pogradeci,Albania,"KS Pogradeci is a professional football club based in Pogradec, Albania. The club plays in the Kategoria e Dytë, which is the third tier of football in the country.",Pogradec
12735,Kozuv Gevgelija,FYR Macedonia,"FK Kožuf is a football club from Gevgelija, North Macedonia. They are currently competing in the Macedonian Second League.",Gevgelija
,FSV Duisburg,Germany,,Duisburg
16294,CF Intercity,Spain,"Club de Fútbol Intercity is a Spanish football team based in Sant Joan d'Alacant, in the Valencian Community. The club plays in the Primera División RFEF – Group 2, the third tier of Spanish football.",Sant Joan d'Alacant
14917,Arenteiro,Spain,"Club Deportivo Arenteiro is a football team based in O Carballiño in the autonomous community of Galicia. Founded in 1958, it plays in Segunda División RFEF – Group 1. Its stadium is Espiñedo with a capacity of 4,500 seats.Between 1990 and 2005 the club was known as Club Deportivo O Carballiño.",O Carballiño
7640,Atlético Goianiense,Brazil,"Atlético Clube Goianiense, usually known as Atlético Goianiense or just as Atlético, is a Brazilian football team from the city of Goiânia, capital city of the Brazilian state of Goiás. Atlético Goianiense is the oldest Goiânia city football club.",Goiânia
22312,Gulf Heroes,United Arab Emirates,"Abtal Al Khaleej Football Club  is an Emirati professional football club based in Mirdif, Dubai. The club plays in the UAE First Division League. Their colors are white and purple.",Mirdif
18811,Kunshan,China PR,"Kunshan Football Club, or simply Kunshan F.C., is an association football club based in Kunshan, Jiangsu, China. They currently play in China League One, the second tier of Chinese football.",Kunshan
10215,Felgueiras,Portugal,Futebol Clube de Felgueiras was a Portuguese football club from Felgueiras. The club was founded on 16 August 1936 and ended in 2005 due to financial problems. The club played at the Estádio Dr. Machado de Matos which was their home since the club was founded in the 1930s.,Felgueiras
9704,Vianense,Portugal,Sport Clube Vianense is a Portuguese football club based in Viana do Castelo in the district of Viana do Castelo.,Viana do Castelo
,Dabas-Gyón,Hungary,,Dabas
22962,Jawalakhel,Nepal,"Jawalakhel YC, also known as Jawalakhel Youth Club, is a Nepali professional football club from Jawalakhel, Lalitpur, Nepal. They play in the Nepalese first division, the Martyr's Memorial A-Division League.",Jawalakhel
23521,RFC Wetteren,Belgium,,Wetteren
15893,Morupule Wanderers,Botswana,,Palapye
14471,Hertha U19,Germany,,Berlin
20692,Nanjing City,China PR,"Nanjing City Football Club is a professional Chinese football club that currently participates in the China League One. The team is based in Nanjing, Jiangsu.",Nanjing
22250,Besa Doberdoll,FYR Macedonia,"KF Besa Dobërdoll is a football club based in the village of Dobri Dol,  Gostivar, North Macedonia. They are currently competing in the Macedonian Second League.",Dobri Dol
12734,Osogovo,FYR Macedonia,"GFK Osogovo is a football club from Kočani, Republic of Macedonia. They are currently competing in the Macedonian Third League (East Division).",Kočani
,Kamenica-Sasa,FYR Macedonia,,Makedonska Kamenica
18745,Sloga 1934 Vinica,FYR Macedonia,"FK Sloga 1934 is a football club based in Vinica, North Macedonia. They are currently competing in the Macedonian Second League.",Vinica
15890,Kadino,FYR Macedonia,"FK Kadino is a football club based in the village of Kadino near Skopje, North Macedonia. They are currently competing in the Macedonian Third League (North Division).",Skopje
18743,Veleshta,FYR Macedonia,"KF Veleshta is a football club based in the village of Veleshtë, Struga, North Macedonia. They are currently competing in the Macedonian Third League (Southwest Division).",Veleshtë
23553,Coventry City U23,England,,Coventry
,Al Ta'awon Ajdabya,Libya,,Ajdabya
13379,Olympic Azzaweya,Libya,,Zawiya
22873,Caravel,Aruba,"Deportivo Independiente Caravel, known also as Independiente Caravel, or simply Caravel  is an Aruban football club based in Angochi, Santa Cruz, which currently plays in the Division di Honor. Caravel has twice finished in third place in the Aruban Division di Honor.",Angochi
,Metallist-1925 U19,Ukraine,,Kharkiv
,ASC Dortmund,Germany,,Dortmund
,Valadares Gaia,Portugal,,Valadares
,SOA,Ivory Coast,,Yamoussoukro
23220,Watford U23,England,,Watford
13385,Al-Khmes,Libya,,Al Khums
,Porto D'Ascoli,Italy,,San Benedetto del Tronto
21832,SK Poltava,Ukraine,,Poltava
21833,Skoruk,Ukraine,"FC Skoruk Tomakivka is a Ukrainian football club from Tomakivka. The club is named after Anatoliy Skoruk. In June 2021, the club was admitted to the Second League.",Tomakivka
18830,PFC Sochi U19,Russia,,Sochi
,TSV Concordia,Germany,,Hamburg
19830,Gigant Saedinenie,Bulgaria,"OFC Gigant is a Bulgarian association football club based in Saedinenie, Plovdiv Province, currently playing in the South-East Third League, the third level of Bulgarian football.",Saedinenie
,Castelnuovo Vomano,Italy,,"    Castelnuovo Vomano"
11227,Karbach,Germany,,Karbach
13176,Shkumbini,Albania,KF Shkumbini is an Albanian football club based in the city of Peqin. The club's home ground is the Shkumbini Stadium and they compete in the Kategoria e Dytë.,Peqin
13175,Erzeni,Albania,"Klubi Futbollit Erzeni Shijak is an Albanian football club based in Shijak. They currently compete in the Kategoria Superiore, which is the first tier of Albanian football, and they play their home games at the Tefik Jashari Stadium.",Shijak
19806,Keith FC,Scotland,"Keith Football Club are a senior football club who currently play in the Highland League in Scotland. They were founded in 1910 and play at Kynoch Park in Keith, Moray.",Keith
22465,Levski Krumovgrad,Bulgaria,,Krumovgrad
,SG Muelheim-Kaerlich,Germany,,Mülheim-Kärlich
22428,AC Kuya Sport,Congo DR,,Kinshasa
22389,Sant Julia II,Andorra,,Ordino
17190,Ferretti U20,Nicaragua,,Managua
13637,Nong Bua Pitchaya,Thailand,"Nongbua Pitchaya Football Club is a Thai professional football club based in Nong Bua Lamphu Province. The club participates in Thai League 1, the first tier of Thai football league system. The club was founded in Mueang Nong Bua Lam Phu District, Nong Bua Lamphu Province in 2010.",Nong Bua Lamphu
7426,BSK Borča,Serbia,"Fudbalski klub BSK Borča is a Serbian football club from Borča, City of Belgrade. It is the football club of the Sports Society BSK Borča, BSK stands for Borčanski sportski klub meaning ""Sports Society of Borča"".",Borča
18119,Taefteaa,Sweden,,Täfteå
22652,Correcaminos II,Mexico,Club de Fútbol Correcaminos de la Universidad Autónoma de Tamaulipas Premier is a professional football team that plays in the Mexican Football League. They are playing in the Liga Premier Serie A.,"    Ciudad Víctoria"
19807,Lossiemouth FC,Scotland,"Lossiemouth Football Club are a senior football club from Lossiemouth, Moray, Scotland. They play in the Highland Football League. Founded in 1945, they were admitted to the Highland League the following year and have played there ever since. The club's home is Grant Park.",Lossiemouth
,Paksi SE II,Hungary,,Paks
23308,UNAN Managua U20,Nicaragua,,Managua
,Atletico Terme Fiuggi,Italy,,Fiuggi
,DJK Ammerthal,Germany,,Ammerthal
,FC Hagen/Uthlede,Germany,,"    Hagen im Bremischen"
,Borussia Freialdenhoven,Germany,,Aldenhoven
,SG Finnentrop/Bamenohl,Germany,,Finnentrop
,TSV Sasel,Germany,,Hamburg
16567,Khonkaen United,Thailand,Khon Kaen United Football Club is a Thai professional football club based in Khon Kaen province. The club currently plays in Thai League 1.,Khon Kaen
20698,Torslanda IK,Sweden,"Torslanda IK is a local sports club in Torslanda, Gothenburg, Sweden.",Torslanda
10342,Modrica,Bosnia-Herzegovina,"Fudbalski klub Alfa Modriča is a professional football club based in Modriča that is situated in Republika Srpska, Bosnia and Herzegovina. The club was founded in 1922 and it is currently active in the First League of the Republika Srpska. The club plays its home matches at the Dr.",Modriča
,Jedinstvo Bihac,Bosnia-Herzegovina,,Bihać
17752,Freiburg (W),Germany,SC Freiburg is a German women's association football team based in Freiburg. The team currently play in the top-flight Frauen-Bundesliga.,Freiburg
10375,Liege,Belgium,"Royal Football Club de Liège is a professional football club based in Liège, Belgium. It currently plays in the Belgian First Amateur Division.",Liège
12774,Royal Knokke FC,Belgium,"Royal Knokke Football Club is a Belgian association football club based in Knokke, West Flanders.",Knokke
15905,Francs Borains,Belgium,"Royal Francs Borains is a football club based in Boussu, Hainaut Province, Belgium. It was founded in 1949 and its home ground is Stade Robert Urbain, which has a capacity of 6,000.",Boussu
12766,Citizen AА,Hong Kong,"The Citizen Athletic Association, simply known as Citizen or TCAA, is a Hong Kong athletic club. Its football team (Chinese: 公民足球隊) currently competes in the Hong Kong First Division.",Hong Kong
,Dreams Metro Gallery,Hong Kong,,Hong Kong
,Donaustauf,Germany,,Donaustauf
,Eintracht Bamberg,Germany,,Bamberg
,BW Schwalbe Tuendern,Germany,,Hameln
,SC Viktoria 06 Griesheim,Germany,,Griesheim
12215,Eppelborn,Germany,,Eppelborn
,MTV Wolfenbuettel,Germany,,Wolfenbüttel
20707,Froso,Sweden,Frösö IF is a Swedish football club located in Frösön which is west of the city Östersund in Jämtland.,Östersund
,Oesteraaker,Sweden,,Åkersberga
16852,Astrio,Sweden,"BK Astrio is a Swedish association football club located in Halmstad, Sweden. As of 2021, the club plays in Division 2.",Halmstad
,Mjölby AI FF,Sweden,,Mjölby
11361,B 93,Denmark,"Boldklubben af 1893 is a Danish football club currently playing in the Danish 2nd Division. They play at the 7,000 seat Østerbro Stadion in Østerbro, Copenhagen.",Østerbro
12557,Zilina II,Slovakia,,Žilina
18905,Atletico Marte,El Salvador,"Club Deportivo Atlético Marte, also known as Atlético Marte, is a Salvadorian association football club based in San Salvador.The club plays in the Primera División de Fútbol Profesional, the top tier of the El Salvador football league system, and host matches at the Estadio Cuscatlán.",San Salvador
22748,Bibiani Gold Stars,Ghana,"Bibiani Gold Stars FC, formerly the Complex Stars and often shortened to and more commonly known as the Gold Stars, is a Ghanaian professional football team based in the Western North Region.",Bibiani
,Eintracht Frankfurt (W),Germany,,Frankfurt
18907,Blessing,Congo DR,"Blessing Football Club is a Congolese football club based in Kolwezi, Lualaba province and currently playing in the Linafoot Ligue 1, the second level of the Congolese football.",Kolwezi
12649,Dergview,Northern Ireland,"Dergview Football Club is a semi-professional, Northern Irish football club playing in the NIFL Championship.",Castlederg
18376,Borislav,Bulgaria,"FC Borislav is a Bulgarian football club based in Parvomay, Plovdiv Province, which competes in the South-East Third League, the third division of Bulgarian football.",Parvomay
,Lokomotiv Mezdra,Bulgaria,,Mezdra
,OFK Levski,Bulgaria,,Karlovo
12503,Nesebar,Bulgaria,,Nesebar
22333,Odorheiu Secuiesc,Romania,"Asociația Fotbal Club Odorheiu Secuiesc, commonly known as AFC Odorheiu Secuiesc (Hungarian: Székelyudvarhely FC) or simply Odorheiu Secuiesc, is a professional Romanian football club based in Odorheiu Secuiesc, Harghita County and also geographically placed in the historic and ethnographic region of Székely Land, an area inhabited mainly by Székelys, a subgroup of the Hungarian people. The team was founded in 1922 as Textila Odorheiu Secuiesc and played for most of its existence in the third tier of the Romanian football league system. The only period in Liga II was spent during the 1973–74 season when the club was ranked 17th of 18 and was relegated back to Liga III. In 2004 the club was relegated to Liga IV and after some struggles, it was declared bankrupt and dissolved. On 12 December 2006, the new entity, AFC Odorheiu Secuiesc, was founded in order to try to ensure the continuity of the football tradition in Odorheiu Secuiesc. The club was recognized and accepted unanimously by supporters thus becoming the official successor of the old entity, Textila Odorheiu Secuiesc.",Odorheiu Secuiesc
,Alexandria,Romania,,Alexandria
11424,Sagadam,Turkmenistan,"Football Club Şagadam  is a Turkmen professional football club based in Türkmenbaşy, Balkan Region. The team compete in Ýokary Liga, the top division in Turkmenistan football league system. The club was founded in 1949 and home matches are played at Şagadam Stadium, their original home ground.",Türkmenbaşy
,Slavonija Pozega,Croatia,,Požega
19395,Rochefort,Belgium,,Rochefort
,Colima City,Mexico,,Colima
,St. Georges Colts,Bermuda,,"    St. George's"
23628,Nivellois,Belgium,,Nivelles
21718,Yenisey Krasnoyarsk II,Russia,,Krasnoyarsk
6897,Khimik Dzerzhinsk,Russia,"FC Khimik Dzerzhinsk is an association football club from Dzerzhinsk, Russia, founded in 1946. It played in the Soviet First League and the FNL (second level) from 1947 to 1949, from 1960 to 1962 and from 2013–14 to 2014–15. It was dissolved after the 2015–16 season.",Dzerzhinsk
20441,Eskhata,Tajikistan,,Khujand
15209,Istaravshan,Tajikistan,"FC Istaravshan is a football club based in Istaravshan, Tajikistan, currently playing in the Tajikistan Higher League. The club folded in 2013, but has since reformed.",Istaravshan
,Staaken,Germany,,Berlin
15663,York United,Canada,"York United Football Club is a Canadian professional soccer club based in Toronto, Ontario. The club competes in the Canadian Premier League and plays its home games at York University's York Lions Stadium.",Toronto
17937,Skiljebo,Sweden,Skiljebo SK is a Swedish football club located in Västerås.,Västerås
9199,Vihren,Bulgaria,"OFC Vihren is a Bulgarian football club from the town of Sandanski, currently playing in the South-West Third League. Sandanski's home ground is the Sandanski Stadium in Sandanski with a capacity of 6,000. Vihren Sandanski's team colours are green and white.",Sandanski
,Nadezhda Dobroslavtsi,Bulgaria,,Dobroslavtsi
,Botev Ihtiman,Bulgaria,,Ihtiman
12970,Gilport Lions,Botswana,,Lobatse
9112,Juventud Unida,Argentina,"Club Deportivo Juventud Unida is an Argentine sports club. The football team currently plays in the Torneo Federal A, the third level of the Argentine football league system. The club is located in Gualeguaychú, a city of Entre Ríos Province.",Gualeguaychú
22335,Banik Sous,Czech Republic,,Most
,Gala Fairydean Rovers,Scotland,,Galashiels
22405,Nehaj,Croatia,,Senj
7538,Portland,USA,"The Portland Timbers are an American professional men's soccer club based in Portland, Oregon. The Timbers compete in Major League Soccer (MLS) as a member club of the league's Western Conference.",Portland
23238,Barnsley U23,England,,Barnsley
7782,New England Revolution,USA,"The New England Revolution is an American professional soccer club based in the Greater Boston area that competes in Major League Soccer (MLS), in the Eastern Conference of the league. It is one of the ten charter clubs of MLS, having competed in the league since its inaugural season.",Boston
,Yarud,Ukraine,,Mariupol
20596,Austin FC,USA,"Austin FC is an American professional soccer club based in Austin, Texas. The club competes in Major League Soccer (MLS) as a member of the Western Conference. Founded in 2018, the club began play in the 2021 season. Their home stadium is Q2 Stadium in north Austin.",Austin
,Ruh Brest II,Belarus,,Brest
,U.N.A.M.- Pumas U20,Mexico,,Mexico
12173,Phonix Lubeck,Germany,,Lübeck
13346,Dire Dawa,Ethiopia,"Dire Dawa City Sport Club, also known as Dire Dawa Kenema, is a professional Ethiopian football club based in Dire Dawa. They play in the top division of Ethiopian football, the Ethiopian Premier League.",Dire Dawa
8005,Torpedo Vladimir,Russia,"Football Club Torpedo Vladimir is a Russian football club from Vladimir, founded in 1959. In 2011, they played in the Russian First Division after winning their zone of the Russian Second Division in 2010. The club has been called Trud (1959), Traktor (1960–1968) and Motor (1969–1972).",Vladimir
546,Houston,USA,Houston Dynamo FC is an American professional soccer club based in Houston. The Dynamo compete in Major League Soccer (MLS) as a member of the Western Conference.,Houston
18838,Strogino U19,Russia,,Moskva
20576,Taraz-Karatau,Kazakhstan,,Taraz
,Rakovnik,Czech Republic,,Rakovník
,FV Diefflen,Germany,,Dillingen
,FC 1906 Erlensee,Germany,,Erlensee
,SV Steinbach 1920,Germany,,Burghaun
,SpVg Schonnebeck,Germany,,Essen
15667,Pacific,Canada,"Pacific Football Club is a Canadian professional soccer club based in Greater Victoria, British Columbia. The club competes in the Canadian Premier League, playing home matches at Starlight Stadium located in Langford.",Greater Victoria
11128,Corinthian,England,"Corinthian Football Club was an English amateur football club based in London between 1882 and 1939.Above all, the club is credited with having popularised football around the world, having promoted sportsmanship and fair play, and having championed the ideals of amateurism.",Fawkham
16276,Wolkite Ketema,Ethiopia,,Wolkite
,Enkoeping,Sweden,,Enköping
,Minsk II,Belarus,,Minsk
15834,Inter Miami,USA,"Club Internacional de Fútbol Miami, known in English as Inter Miami CF or simply Inter Miami, is an American professional soccer club based in the Miami metropolitan area. Established in 2018, the club began play in Major League Soccer (MLS) in the 2020 season.",Miami
16730,Union Omaha,USA,"Union Omaha Soccer Club is an American professional soccer team based in Omaha, Nebraska. In 2020, the team made its debut in USL League One (USL1).",Omaha
21585,Los Angeles Force,USA,"Los Angeles Force is an American professional soccer club based in Los Angeles, California, that plays in the National Independent Soccer Association (NISA).",Los Angeles
20977,Uruguay Montevideo,Uruguay,Uruguay Montevideo Football Club is a football club from Montevideo in Uruguay.,Montevideo
21992,Ready,Norway,"Idrettsforeningen Ready is a sports club in Vestre Aker, Oslo, Norway. The club was established on June 14, 1907 by Aage Blom Lorentzen. The football club play their home games at Gressbanen in Oslo. Gressbanen was the arena for the Norway national team before Ullevaal was constructed in 1928.",Vestre Aker
17944,IFK Eskilstuna,Sweden,"IFK Eskilstuna is a Swedish football club located in Eskilstuna in Södermanland County. In their early seasons IFK had a proud record as an Allsvenskan club but they now play in Division 2 Västra Svealand, which is the fourth tier of Swedish football.",Eskilstuna
,Cavalry Alberta,Canada,,Calgary
,Hamm United,Germany,,Hamburg
,Seattle Sounders II,USA,,Tacoma
15033,Independiente Juniors,Ecuador,"Club Deportivo Independiente Juniors, known as Independiente Juniors or formerly as Alianza Cotopaxi, is a football club based in Latacunga, Ecuador. The club acts as Independiente del Valle's reserve team.",Latacunga
15147,Tucson,USA,"FC Tucson is an American professional soccer club based in Tucson, Arizona that plays in USL League One. The club has an amateur women’s team, FC Tucson Women, that play in the WPSL.",Tucson
,Mineros de Fresnillo,Mexico,,Fresnillo
18897,Plataneros,Guatemala,,"     La Blanca "
,Borac Lazarevac,Serbia,,Lazarevac
13639,Kasetsart,Thailand,Kasetsart Football Club is a Thailand football club under the stewardship of Kasetsart University based in Bangkok. They played in Thai League 2.,Bangkok
,MOF Customs United,Thailand,,Samut Prakan
13636,Udon Thani,Thailand,"Udon Thani Football Club is a Thai professional association football club based in Udon Thani Province. Founded in 1999, the club currently competes in the Thai League 2.",Udon Thani
8928,Bardejov,Slovakia,"Partizán Bardejov is a Slovak football team, based in the town of Bardejov. The club was founded in 1922. The club currently plays in the 2. liga, the second tier of the Slovak football league system, hosting games at the 3,040-capacity Mestský štadión Bardejov.",Bardejov
,Club Canoneros Marina,Mexico,,Mexico
600,Lugano,Argentina,"FC Lugano is a Swiss football club based in Lugano. The club was refounded as AC Lugano in 2004 as a result of relegation and the financial situation of FC Lugano, which was founded in 1908. In 2008, the club reverted to its original name, FC Lugano. They play at the Stadio Cornaredo.",Lugano
,Stara Rise,Czech Republic,,Stará Říše
15666,Valour,Canada,"Valour Football Club is a Canadian professional soccer club based in Winnipeg, Manitoba. The club competes in the Canadian Premier League and plays its home matches at IG Field. The team is coached by Phillip Dos Santos and community owned through the Winnipeg Football Club.",Winnipeg
21839,Munkacs,Ukraine,"Munkacs Football Academy Mukachevo is a Ukrainian football team from Mukachevo, Zakarpattia Oblast. The club was formed in 2005 as the children and youth football club ""Mukachevo"".",Mukachevo
,Vovchansk,Ukraine,,Vovchansk
14168,Viktoriya Mykolaivka,Ukraine,"FC Viktoriya Mykolaivka is an amateur Ukrainian football from Mykolaivka, Bilopillia Raion. The club is owned by an agriculture company LNZ Group.",Mykolaivka
,SpVgg Vreden,Germany,,Vreden
,SpVgg Sterkrade-Nord,Germany,,Oberhausen
20976,Pesch,Germany,,Köln
16135,Gold Coast United,Australia,"Gold Coast United Football Club is an Australian soccer club based in Gold Coast, Queensland. The earliest incarnation of the club formed in 1966 and its home ground was at Nikiforides Family Park in Broadbeach.",Gold Coast
16474,Imabari,Japan,"FC Imabari is a Japanese football club based in Imabari, Ehime Prefecture. They play in the J3 League.",Imabari
18189,Natters,Austria,,Natters
18187,Ebbs,Austria,,Ebbs
,Maria da Fonte,Portugal,,Póvoa de Lanhoso
,Forjães SC,Portugal,,Forjães
,Zvezdara,Serbia,,Zvezdara
,HNK Tomislav,Bosnia-Herzegovina,,Tomislavgrad
21129,Pampow,Germany,,Pampow
10277,Brattvag,Norway,"Brattvåg Idrettslag is a Norwegian sports club from the village of Brattvåg in the municipality of Ålesund in Møre og Romsdal county, Norway. It has sections for association football and Nordic skiing. The club was established in 1940.The men's football team currently plays in the 2.",Ålesund
18380,Radnicki Sombor,Serbia,"FK Radnički Sombor is a football club from Sombor, Serbia.",Sombor
,Semendrija 1924,Serbia,,Smederevo
,Jedinstvo Paracin,Serbia,,Paraćin
,Sloga Leskovac,Serbia,,Leskovac
11626,Romorantin,France,"Sologne Olympique Romorantin is a French association football team founded in 1930 as Stade Olympique Romoratinais. It is based in Romorantin-Lanthenay, Centre-Val de Loire, France and plays in the Championnat National 2.",Romorantin-Lanthenay
,Rouen 1899,France,,Rouen
,Sporting Lyon,France,,Lyon
,St Maur Lusitanos,France,,Saint-Maur-des-Fossés
18361,Västra Frölunda,Sweden,"Västra Frölunda Idrottsförening is a Swedish football club located in Gothenburg. It was formed on 2 January 1930 and has played ten seasons in the Allsvenskan, the highest Swedish league. In the 2020 season, it plays in the fourth-highest Swedish league, Division 2 Västra Götaland.",Gothenburg
19012,Ytterhogdal,Sweden,"Ytterhogdals IK is a Swedish football club located in Ytterhogdal. They currently compete in Division 2 Norrland, the fourth tier of Swedish football.",Ytterhogdal
17920,Gauthiod,Sweden,IK Gauthiod is a Swedish football club located in Grästorp  in Västra Götaland County.,Grästorp
17939,Karlshamn,Sweden,IFK Karlshamn is a Swedish football club located in Karlshamn.,Karlshamn
10849,Brabrand,Denmark,"Brabrand Idrætsforening is a Danish football club located in Brabrand in the western suburbs of Aarhus. They currently compete in the Danish 2nd Division, the third tier of Danish football.",Aarhus
19093,Indeni,Zambia,Indeni is a Zambian football club based in Ndola that plays in the MTN/FAZ Super Division.,Ndola
,Bürmoos,Austria,,Bürmoos
14184,Mettersdorf,Austria,,Mettersdorf
12785,San Martin Burzaco,Argentina,"Club Social y Deportivo San Martín is a sports club based in Burzaco, Buenos Aires Province. Its football team currently plays in Primera C, which is the regionalised fourth tier of the Argentine Football Association league system.",Burzaco
22375,Hunedoara,Romania,"Fotbal Club Corvinul Hunedoara, commonly known as Corvinul Hunedoara or simply as Corvinul, is a Romanian football club based in Hunedoara, Hunedoara County, currently playing in the Liga III.",Hunedoara
,Vysocina Jihlava II,Czech Republic,,Jihlava
20451,Fortuna Koeln II,Germany,,Köln
15665,HFX Wanderers,Canada,"HFX Wanderers Football Club, commonly known as HFX Wanderers, and also spoken as Halifax Wanderers, is a Canadian professional soccer club in Halifax, Nova Scotia.",Halifax
15064,Memphis 901,USA,"Memphis 901 FC is an American professional soccer team based in Memphis, Tennessee. Founded in 2018, the team made its debut in the USL Championship in 2019.",Memphis
15032,Duros del Balon,Ecuador,,Guayaquil
8726,Amora,Portugal,"Amora Futebol Clube, commonly known as simply as Amora, is a Portuguese sports club from the city of Amora, Setúbal.",Amora
12657,Medenine,Tunisia,,Médenine
19809,Wick Academy FC,Scotland,"Wick Academy Football Club are a senior football club founded in October 1893, who currently play in the Scottish Highland Football League at Harmsworth Park.",Wick
,Rothes,Scotland,,Rothes
12587,Mosonmagyarovari TE,Hungary,Mosonmagyaróvári Torna Egylet are a Hungarian association football club from the town of Mosonmagyaróvár.,Mosonmagyaróvár
,Rilski Sportist,Bulgaria,,Samokov
23614,HNK Zadar,Croatia,"Hrvatski nogometni klub Zadar, commonly referred to as HNK Zadar or simply Zadar, is a Croatian professional football club based in the city of Zadar.",Zadar
,HASK,Croatia,,Zagreb
,Zagorec,Croatia,,Krapina
,Mladost Petrinja,Croatia,,Petrinja
,Brann 2,Norway,,Bergen
21908,NTNUI,Norway,"Norges Teknisk-naturvitenskapelige Universitets Idrettsforening, NTNUI, is the largest sports club in Norway with more than 10,000 members and a variety of participators on all levels of skills in more than 50 different sports.",Trondheim
20708,Storfors AIK,Sweden,Storfors AIK is a Swedish football club located in Piteå.,Piteå
,Dinamo Minsk II,Belarus,,Minsk
,New Amsterdam,USA,,Hempstead
,Argentino Rosario,Argentina,,Rosario
12016,Hanau 93,Germany,,Hanau
,FV Bad Vilbel,Germany,,Bad Vilbel
13853,Puerto Quito,Ecuador,,Santo Domingo de los Colorados
15618,Wiener Viktoria,Austria,,Wien
17705,Slavia Praha II,Czech Republic,,Praha
,Karlovy Vary,Czech Republic,,Karlovy Vary
23943,Povltava FA,Czech Republic,,Štěchovice
17861,Vysoke Myto,Czech Republic,,Vysoké Mýto
,Doubravka,Czech Republic,,Pilsen
,Přeštice,Czech Republic,,Přeštice
,Olympie Březová,Czech Republic,,Březová
,Slaný,Czech Republic,,Slaný
,Poříčany,Czech Republic,,Poříčany
12926,Tottenham U23,England,"Tottenham Hotspur Football Club, commonly referred to as Tottenham () or Spurs, is an English professional football club based in Tottenham, London. It competes in the Premier League, the top flight of English football.",London
21834,Trostianets,Ukraine,"Football Club Trostianets is a Ukrainian football club from Trostianets. In 2018–2019 the club merged with the disbanded FC Naftovyk Okhtyrka (later reinstated). In June 2021, FC Trostianets was admitted to the Second League.",Trostianets
21810,FC Brasov,Romania,"Fotbal Club Brașov, commonly known as FC Brașov or simply Brașov (Romanian pronunciation: [braˈʃov]), is a Romanian professional football club based in the city of Brașov, Brașov County, currently playing in the Liga II.",Brașov
15065,Austin Bold,USA,"Austin Bold FC was an American professional soccer team located in Austin, Texas. Founded in 2017, the team made its debut in the USL Championship in 2019.",Austin
,Civo Utd,Malawi,,Lilongwe
18865,Ravsan,Tajikistan,"Ravshan Kulob is a football club based in Kulob, Tajikistan, formed in 1965 as FK Ansol Kulob. The club was renamed FK Olimp-Ansol Kulob in 2003, before changing to its current name in 2005. They currently play in the Ligai Olii Tojikiston and play their home matches at Kulob Central Stadium.",Kulob
14015,Kuktosh,Tajikistan,,Rudaki
,TSV Emmelshausen,Germany,,Emmelshausen
17174,Fayzkand,Tajikistan,,Vose
,Sachter Soligorsk II,Belarus,,Salihorsk
22002,CSA Steaua București,Romania,,Bucharest
9097,Asane,Norway,"Åsane Fotball is a Norwegian football club located in Åsane. The club currently plays in 1. divisjon, the second tier of the Norwegian football league system, where they have been played since they promoted from the 2019 2. divisjon. They were relegated from 1. divisjon in 2018.",Åsane
,Maryland Bobcats FC,USA,,Boyds
